age,job,marital,education,balance,housing,loan,contact,campaign,deposit
51,student,divorced,primary,9957,yes,no,telephone,1,no
49,services,single,secondary,5108,no,yes,cellular,8,no
65,retired,divorced,tertiary,45758,no,no,cellular,6,no
42,entrepreneur,married,tertiary,15829,yes,no,cellular,2,no
57,technician,single,secondary,3837,yes,yes,telephone,8,no
62,management,single,primary,13032,no,yes,telephone,4,yes
18,technician,married,secondary,32234,yes,no,cellular,9,yes
33,retired,divorced,secondary,24352,yes,yes,cellular,4,no
56,retired,married,tertiary,28215,no,no,cellular,1,yes
22,blue-collar,married,primary,7106,no,yes,telephone,7,no
39,blue-collar,divorced,secondary,39247,no,no,cellular,5,no
46,technician,married,primary,26766,yes,no,cellular,5,no
20,management,divorced,primary,41048,no,no,cellular,4,no
29,technician,divorced,secondary,36700,no,yes,cellular,6,no
43,retired,married,primary,7996,yes,yes,cellular,1,no
33,retired,divorced,tertiary,-822,no,yes,cellular,3,no
68,services,married,tertiary,33319,yes,yes,cellular,7,no
54,blue-collar,divorced,tertiary,14025,yes,no,cellular,8,no
39,entrepreneur,single,tertiary,7780,yes,yes,cellular,9,no
46,entrepreneur,divorced,primary,20706,yes,yes,telephone,1,no
31,entrepreneur,divorced,tertiary,40916,no,yes,cellular,4,no
45,services,married,secondary,7967,yes,no,cellular,2,yes
22,admin,divorced,tertiary,28856,no,yes,cellular,2,no
64,entrepreneur,single,secondary,35630,no,yes,telephone,1,no
66,retired,single,secondary,7179,no,no,telephone,5,yes
47,services,divorced,tertiary,36623,no,no,cellular,2,yes
63,technician,divorced,tertiary,15587,no,no,telephone,4,no
69,blue-collar,single,primary,21733,yes,no,telephone,9,yes
22,blue-collar,married,secondary,20770,no,no,cellular,3,yes
29,management,single,tertiary,31887,yes,no,telephone,8,no
33,technician,single,primary,1975,yes,no,telephone,6,yes
43,management,divorced,tertiary,10919,yes,yes,cellular,5,yes
43,services,divorced,tertiary,7602,no,no,cellular,2,no
65,student,single,tertiary,43463,no,no,telephone,3,no
38,entrepreneur,married,secondary,32060,no,no,cellular,8,no
56,admin,single,tertiary,40154,no,no,cellular,9,no
53,technician,single,primary,8140,yes,no,cellular,7,no
50,technician,married,tertiary,19170,no,yes,telephone,1,no
47,technician,single,tertiary,49369,no,yes,cellular,6,yes
54,management,single,primary,26830,yes,yes,telephone,7,yes
40,services,divorced,primary,42540,yes,yes,telephone,6,no
27,technician,married,secondary,4590,yes,yes,cellular,2,no
22,student,divorced,secondary,44745,yes,yes,telephone,9,no
53,technician,divorced,secondary,28609,yes,yes,cellular,3,no
51,blue-collar,married,secondary,15401,yes,no,cellular,6,no
69,entrepreneur,married,primary,25729,yes,no,cellular,6,yes
48,admin,single,tertiary,35944,no,no,cellular,8,no
27,entrepreneur,divorced,tertiary,43167,no,no,cellular,4,no
36,blue-collar,married,tertiary,26645,yes,no,telephone,6,no
49,blue-collar,divorced,secondary,27047,yes,no,telephone,1,no
18,admin,divorced,primary,20560,no,yes,cellular,9,no
22,student,married,primary,4647,yes,no,telephone,9,no
62,services,single,primary,19106,yes,no,telephone,7,no
21,blue-collar,divorced,tertiary,4015,yes,no,telephone,1,no
33,services,married,secondary,19506,yes,yes,telephone,3,no
41,blue-collar,single,primary,46613,yes,yes,cellular,5,no
33,retired,divorced,secondary,22067,no,yes,cellular,4,yes
19,admin,married,primary,49241,yes,no,cellular,5,yes
66,blue-collar,divorced,secondary,56,yes,no,telephone,7,no
45,retired,married,primary,29719,yes,no,telephone,9,no
49,entrepreneur,married,secondary,27328,no,yes,cellular,1,no
44,management,divorced,primary,10176,no,yes,cellular,5,no
37,retired,divorced,primary,40771,yes,no,telephone,3,yes
41,technician,married,secondary,29885,yes,yes,cellular,3,no
29,blue-collar,single,secondary,19269,yes,no,telephone,2,no
67,retired,divorced,tertiary,44515,yes,yes,cellular,6,no
52,services,married,secondary,1114,no,yes,cellular,6,no
50,management,married,primary,11442,no,yes,telephone,3,no
50,student,single,primary,38151,yes,no,cellular,1,no
68,blue-collar,single,secondary,-371,yes,yes,cellular,7,yes
60,technician,single,tertiary,15927,no,no,cellular,2,yes
54,student,divorced,secondary,29317,no,no,cellular,8,yes
29,retired,married,primary,21896,yes,no,cellular,3,no
20,student,married,primary,26155,yes,yes,cellular,1,no
18,student,married,tertiary,16288,yes,yes,telephone,9,no
50,management,single,secondary,48588,no,yes,telephone,5,no
57,entrepreneur,married,primary,19415,no,no,telephone,1,no
27,student,divorced,primary,34085,no,yes,telephone,6,no
60,student,single,primary,9251,no,yes,telephone,3,no
61,blue-collar,single,secondary,34884,yes,no,cellular,4,no
46,entrepreneur,single,secondary,23574,no,no,cellular,8,no
30,management,single,tertiary,7623,no,no,telephone,5,no
29,technician,divorced,primary,18936,no,yes,cellular,6,no
48,retired,married,primary,4123,yes,yes,cellular,4,no
63,management,divorced,tertiary,1061,no,no,cellular,6,no
19,management,married,primary,38857,no,yes,cellular,3,no
68,admin,divorced,tertiary,34499,no,no,cellular,1,no
67,management,single,tertiary,37095,yes,yes,telephone,6,no
52,entrepreneur,single,primary,26451,no,no,telephone,1,no
40,admin,divorced,secondary,14361,yes,yes,cellular,3,no
34,retired,divorced,secondary,13907,yes,no,telephone,8,no
43,student,married,secondary,32814,no,no,telephone,7,no
25,blue-collar,divorced,secondary,17605,yes,no,telephone,8,no
46,blue-collar,divorced,primary,30256,no,yes,telephone,2,no
43,retired,married,tertiary,9332,yes,yes,cellular,7,no
27,retired,married,tertiary,35832,yes,yes,telephone,4,no
43,entrepreneur,married,primary,27476,no,no,cellular,1,no
51,services,divorced,secondary,7445,no,no,telephone,3,no
68,student,married,tertiary,31490,yes,no,telephone,5,no
58,retired,single,primary,27767,yes,no,cellular,8,no
24,management,single,primary,44057,yes,no,cellular,2,no
21,entrepreneur,single,secondary,13210,yes,no,telephone,2,no
67,blue-collar,divorced,primary,22159,no,no,telephone,8,no
62,technician,single,tertiary,5564,yes,no,cellular,9,no
28,entrepreneur,divorced,tertiary,39043,yes,no,telephone,1,no
46,blue-collar,divorced,primary,19219,no,yes,cellular,2,no
53,admin,single,tertiary,25946,yes,no,cellular,4,no
42,entrepreneur,married,primary,34587,no,yes,cellular,3,no
38,blue-collar,divorced,tertiary,1364,no,no,telephone,1,no
53,services,single,secondary,2318,no,yes,cellular,4,no
27,entrepreneur,divorced,tertiary,49932,yes,no,cellular,2,no
54,entrepreneur,married,secondary,9479,no,yes,telephone,5,no
26,student,married,secondary,5398,no,no,cellular,1,no
41,retired,single,primary,452,no,no,telephone,8,no
52,student,divorced,secondary,19672,yes,no,telephone,2,no
66,entrepreneur,divorced,tertiary,31193,yes,yes,cellular,3,no
52,retired,divorced,tertiary,11865,yes,no,telephone,3,no
65,blue-collar,divorced,secondary,23345,yes,yes,telephone,4,no
53,technician,single,primary,44275,no,yes,telephone,7,no
35,technician,married,secondary,18359,no,yes,cellular,9,no
66,entrepreneur,single,tertiary,6799,no,yes,cellular,3,no
56,services,divorced,tertiary,21053,yes,yes,cellular,1,no
49,admin,divorced,secondary,32892,no,no,telephone,1,yes
41,blue-collar,married,secondary,15684,yes,yes,cellular,6,yes
40,retired,divorced,secondary,3015,yes,yes,cellular,5,yes
49,entrepreneur,single,tertiary,29665,yes,yes,telephone,7,no
54,blue-collar,single,tertiary,6657,no,yes,cellular,7,no
29,entrepreneur,married,tertiary,49116,no,no,telephone,3,no
66,services,single,primary,19951,yes,no,cellular,7,no
30,management,single,tertiary,30063,no,no,telephone,9,no
40,management,single,tertiary,30743,yes,yes,telephone,8,no
42,services,single,primary,24521,no,yes,telephone,3,yes
52,retired,divorced,primary,8731,yes,yes,telephone,5,no
58,student,single,primary,16744,yes,no,cellular,8,no
47,services,married,primary,16423,yes,yes,telephone,2,no
34,entrepreneur,married,primary,47076,no,no,telephone,7,yes
66,retired,single,primary,15568,no,yes,telephone,7,yes
37,technician,married,secondary,45411,no,yes,telephone,8,no
65,services,single,secondary,1934,no,no,telephone,1,no
42,retired,married,secondary,9409,no,yes,telephone,8,no
39,services,married,secondary,29410,yes,no,cellular,1,no
30,services,single,tertiary,28808,no,yes,telephone,3,no
36,student,single,primary,6172,yes,no,cellular,9,no
66,student,divorced,tertiary,25358,no,yes,telephone,4,no
53,entrepreneur,single,primary,-1223,no,yes,telephone,9,no
29,retired,single,primary,17763,no,yes,cellular,1,yes
58,retired,divorced,tertiary,46673,yes,yes,telephone,8,no
36,admin,single,secondary,33186,no,yes,telephone,3,no
29,services,single,tertiary,29170,yes,no,cellular,7,no
26,management,divorced,tertiary,18461,no,no,cellular,2,yes
24,services,single,primary,43222,yes,yes,cellular,7,no
45,services,single,primary,439,yes,no,cellular,7,no
31,retired,divorced,primary,5804,yes,no,telephone,9,no
48,services,divorced,secondary,43791,yes,no,cellular,2,no
69,blue-collar,married,tertiary,45594,no,no,cellular,8,no
36,services,single,tertiary,11212,no,yes,cellular,5,no
64,blue-collar,married,secondary,19653,yes,no,telephone,9,no
33,student,married,tertiary,19971,no,no,cellular,8,no
22,management,divorced,tertiary,-11,yes,yes,telephone,3,yes
52,entrepreneur,single,primary,5868,no,yes,telephone,3,no
29,retired,single,secondary,40026,no,yes,telephone,8,no
42,services,divorced,primary,31712,no,yes,telephone,9,yes
69,blue-collar,married,secondary,22604,yes,yes,cellular,2,no
38,blue-collar,divorced,primary,49049,no,yes,cellular,3,no
53,student,single,tertiary,20135,yes,yes,telephone,8,no
40,blue-collar,divorced,secondary,28544,no,yes,cellular,2,no
33,entrepreneur,single,secondary,35918,yes,no,cellular,8,no
56,technician,married,primary,48849,no,yes,cellular,5,no
62,admin,single,secondary,28847,yes,no,cellular,6,no
59,entrepreneur,married,tertiary,41774,yes,yes,telephone,4,no
56,management,married,tertiary,8680,yes,yes,cellular,3,no
31,entrepreneur,single,tertiary,45972,no,no,cellular,8,yes
48,student,single,primary,28083,yes,yes,telephone,9,no
22,student,married,secondary,32433,no,yes,cellular,8,no
52,entrepreneur,divorced,primary,43579,yes,no,cellular,9,yes
40,services,single,tertiary,24309,yes,no,cellular,1,no
46,technician,married,secondary,39719,yes,no,telephone,5,yes
60,services,married,tertiary,8349,no,no,cellular,7,no
28,services,divorced,secondary,7543,no,no,cellular,8,no
35,entrepreneur,single,secondary,7460,no,no,telephone,2,yes
64,retired,married,primary,32553,no,yes,cellular,4,no
29,retired,divorced,secondary,26525,no,yes,telephone,7,no
26,retired,married,tertiary,3948,no,yes,telephone,5,yes
27,technician,single,secondary,12498,no,yes,telephone,1,no
61,services,divorced,tertiary,16991,yes,yes,cellular,2,no
34,admin,married,primary,22974,yes,no,cellular,5,no
55,management,divorced,tertiary,33398,no,no,cellular,6,no
24,retired,single,secondary,5660,no,yes,cellular,1,no
63,retired,divorced,tertiary,24245,no,no,cellular,3,yes
30,student,single,tertiary,-1762,no,yes,telephone,6,no
57,services,married,secondary,17920,no,no,telephone,6,no
59,services,single,tertiary,44659,yes,yes,telephone,7,no
26,technician,married,secondary,7338,no,yes,telephone,3,no
67,technician,married,primary,40517,no,yes,cellular,1,no
44,retired,single,tertiary,8349,no,no,telephone,7,no
19,services,married,primary,44350,yes,no,telephone,3,no
22,admin,divorced,tertiary,9643,yes,yes,cellular,5,no
46,management,married,tertiary,26274,yes,no,telephone,4,no
54,entrepreneur,single,primary,43013,yes,yes,cellular,1,no
55,services,divorced,tertiary,38667,no,yes,cellular,7,no
36,student,divorced,tertiary,37913,yes,no,cellular,4,no
25,entrepreneur,married,primary,36629,yes,yes,telephone,1,no
65,services,married,tertiary,43819,yes,yes,telephone,6,no
62,blue-collar,single,secondary,14632,yes,yes,telephone,4,no
18,technician,divorced,tertiary,25144,yes,no,telephone,4,no
39,student,single,tertiary,10321,no,yes,telephone,2,yes
69,management,married,tertiary,35091,yes,yes,telephone,1,no
34,retired,divorced,primary,27256,yes,yes,cellular,3,no
24,student,single,secondary,21485,yes,yes,cellular,5,yes
42,services,single,secondary,860,no,no,telephone,9,no
62,retired,single,tertiary,47875,no,yes,telephone,7,yes
21,services,single,primary,12919,no,yes,cellular,4,yes
53,retired,single,primary,31337,no,no,cellular,8,no
23,management,divorced,secondary,6411,no,no,cellular,4,no
48,technician,single,primary,7586,no,no,telephone,6,no
36,management,divorced,tertiary,49986,no,no,telephone,1,yes
61,blue-collar,single,tertiary,22312,no,no,telephone,6,yes
56,admin,married,primary,21055,yes,no,cellular,5,no
44,technician,married,tertiary,32890,yes,yes,telephone,2,no
27,management,single,secondary,26807,no,yes,telephone,1,yes
43,blue-collar,married,tertiary,18384,yes,no,telephone,6,no
36,admin,divorced,primary,45177,no,yes,telephone,2,no
56,blue-collar,single,secondary,26925,yes,no,telephone,9,no
20,services,divorced,tertiary,1089,yes,yes,telephone,9,no
62,entrepreneur,single,secondary,12242,no,no,cellular,1,yes
30,services,married,primary,37978,yes,no,telephone,5,no
67,retired,divorced,tertiary,14433,no,yes,cellular,8,no
45,technician,married,tertiary,31282,no,no,cellular,4,no
37,services,married,secondary,8983,yes,yes,cellular,3,no
45,student,single,tertiary,41738,no,no,telephone,5,no
25,blue-collar,divorced,tertiary,41578,yes,no,telephone,5,no
58,technician,married,tertiary,40797,yes,yes,telephone,8,yes
56,entrepreneur,single,tertiary,2671,no,no,telephone,6,no
18,student,single,primary,22133,no,yes,cellular,2,no
20,services,single,tertiary,48317,no,yes,telephone,1,yes
30,retired,married,secondary,41209,no,yes,cellular,3,no
45,management,single,primary,-1586,no,yes,telephone,2,no
66,retired,divorced,secondary,45861,yes,yes,telephone,4,no
42,student,divorced,secondary,48256,no,no,cellular,3,no
50,admin,married,secondary,19242,yes,no,cellular,9,yes
55,services,divorced,primary,33184,no,yes,cellular,5,yes
23,student,single,primary,36379,yes,no,telephone,4,no
61,admin,married,primary,13231,yes,yes,cellular,9,no
62,admin,single,tertiary,19849,yes,no,cellular,4,no
49,blue-collar,married,secondary,39163,yes,yes,cellular,6,no
62,technician,married,primary,29676,yes,no,telephone,1,yes
64,blue-collar,single,secondary,20056,no,yes,cellular,2,no
38,services,divorced,primary,39028,yes,no,cellular,4,yes
33,admin,divorced,primary,17947,no,yes,telephone,9,no
38,entrepreneur,married,primary,43416,yes,yes,cellular,6,yes
28,student,single,secondary,24040,no,no,cellular,6,no
54,management,single,tertiary,44110,yes,yes,cellular,9,no
53,admin,married,primary,44978,yes,yes,telephone,4,yes
52,student,divorced,primary,23282,no,no,cellular,3,no
36,entrepreneur,single,primary,24201,no,no,cellular,7,no
37,management,divorced,tertiary,4833,yes,yes,cellular,7,no
35,blue-collar,divorced,secondary,2752,yes,yes,cellular,9,no
64,blue-collar,married,secondary,22507,no,yes,cellular,6,no
58,technician,married,secondary,18169,yes,yes,cellular,2,no
66,student,divorced,secondary,42746,yes,no,cellular,6,no
31,admin,single,primary,39495,no,yes,telephone,8,no
32,retired,single,tertiary,22930,yes,yes,telephone,6,no
48,blue-collar,married,primary,3023,yes,no,telephone,9,no
18,blue-collar,divorced,tertiary,-1018,no,no,cellular,4,yes
20,technician,single,secondary,12305,yes,yes,telephone,3,yes
33,management,single,tertiary,14146,no,no,cellular,5,no
40,technician,married,primary,48497,no,no,cellular,3,no
28,entrepreneur,divorced,primary,9201,yes,no,cellular,2,no
29,admin,single,secondary,14910,yes,yes,telephone,2,no
27,student,married,primary,21031,no,yes,telephone,4,no
49,services,single,primary,21636,no,yes,cellular,3,no
33,services,single,tertiary,15314,yes,no,cellular,9,no
25,student,single,primary,25332,no,yes,telephone,7,yes
55,management,married,secondary,49434,yes,yes,telephone,6,no
29,entrepreneur,divorced,secondary,16330,no,yes,telephone,8,no
41,blue-collar,married,primary,13365,no,no,telephone,9,no
45,management,divorced,secondary,41501,no,yes,telephone,3,no
25,blue-collar,single,tertiary,8108,yes,yes,telephone,7,no
45,blue-collar,divorced,tertiary,1360,no,yes,telephone,9,no
53,services,single,primary,40553,no,yes,cellular,1,no
43,management,single,primary,38880,no,no,cellular,9,no
25,entrepreneur,married,tertiary,46784,no,yes,telephone,7,yes
67,technician,single,secondary,1625,yes,yes,telephone,4,no
45,blue-collar,married,primary,36237,no,no,cellular,6,no
45,retired,divorced,primary,-777,yes,no,telephone,6,yes
54,retired,divorced,secondary,37878,no,no,cellular,6,yes
58,technician,single,primary,7157,no,no,cellular,2,yes
53,retired,married,secondary,44019,yes,no,telephone,5,no
44,admin,single,secondary,35760,yes,yes,cellular,7,no
34,blue-collar,married,secondary,11646,no,no,telephone,6,no
26,technician,married,secondary,42638,no,no,telephone,3,yes
50,management,married,secondary,27024,no,no,cellular,5,no
37,blue-collar,divorced,tertiary,2787,yes,yes,cellular,8,no
